smiles,dipm,gap,lumo,combined
FN=S, 2.262, 0.880499176116, -10.3758, 13.632699176115999
FS, 1.942, 2.968597673237, -7.8041, 10.7461
S=C=CC=CC=CCl, 1.604, 1.589799475738, -8.3681, 10.972100000000001
SNc1ccccc1I, 2.829, 3.716647770963, -6.7719, 10.146952229037
ClBr, 3.815, 3.041200917803, -8.8602, 13.6752
NF, 2.597, 7.690306085264, -3.6992, 2.8685939147359996
Ic1ccccc1, 3.682, 4.142576069852, -6.7381, 10.540223930148
FNc1ccccc1F, 1.806, 4.014070957188, -6.6697, 8.724329042811998
Brc1ccccc1, 3.566, 4.119361947742, -6.7788, 10.488138052258
CCl, 2.04, 7.013513757861, -4.2815, 3.5706862421389998
N=O, 1.78, 0.779554372946, -9.9993, 12.673254372946
O=C=CCc1ccccc1-c1ccccc1-c1ccccc1O, 2.536, 3.143105217792, -7.0874, 10.6234
CF, 2.257, 14.290974807819, 1.8137, -9.584974807819
C, 0.0, 17.372317092342, 4.6516, -17.761217092342
C=CC=CC=C=O, 1.231, 2.580254926999, -7.3311, 9.562100000000001
Cl, 1.051, 9.166710324464, -2.8332, -1.0198103244640007
N=S, 1.389, 0.109527225915, -9.7311, 11.344027225915
S=CC=CC=Cc1ccccc1C=CC=CC=C=Cc1ccccc1, 7.458, 0.674722426659, -8.7028, 16.949922426659
S, 1.967, 5.216677679478, -5.4563, 6.469322320522
C=CC=CC=C=S, 1.356, 1.613541168587, -8.1918, 10.5478
O=NP=CC=CC=CCPBr, 4.232, 0.420278766148, -9.3686, 14.135278766148001
Nc1cccc2c(I)cccc12, 5.941, 2.699447455748, -7.173, 14.114
I, 2.477, 6.43150601256, -5.1037, 5.411893987439999
FP, 2.061, 5.62885611362, -5.9813, 6.676143886379999
Ic1ccccc1, 3.682, 4.142578178028, -6.7381, 10.540221821972
CSC=CC=Cc1ccc2cc1CC=C2C=CC=C=O, 4.261, 2.205573503707, -7.3025, 12.563500000000001
OOI, 2.076, 2.955340685715, -8.5954, 11.6714
Fc1ccccc1-c1ccccc1, 1.926, 3.784002627271, -6.8781, 9.282797372729
N#P, 1.895, 3.221396845518, -7.9779, 10.8729
C=CC=CC=C(CC=CC=C)CC=CC=CI, 4.329, 2.605429431602, -7.3895, 12.718499999999999
Nc1ccccc1POBr, 4.341, 1.116848790047, -9.2585, 14.599499999999999
Brc1ccccc1I, 5.08, 3.784730599291, -7.2978, 12.855769400709
PNCl, 1.047, 4.12901822206, -6.5416, 7.722281777939999
C=CC=CC=C=O, 1.228, 2.580275187936, -7.3307, 9.5587
Cl, 1.051, 9.166710323476, -2.8332, -1.0198103234759999
P, 1.263, 5.959632618036, -5.4767, 5.0427673819639995
Oc1ccccc1-c1ccccc1-c1ccccc1F, 3.392, 3.552948702051, -6.7254, 10.827151297948998
BrI, 0.041, 2.734970258165, -9.0395, 10.0805
ClNc1ccccc1, 1.136, 3.548085304741, -6.5604, 8.411014695258999
I, 2.477, 6.431506024413, -5.1037, 5.411893975586999
NC=CCl, 3.421, 4.434798254999, -5.4694, 8.718301745001
Fc1ccccc1, 2.187, 4.647689962699, -6.5446, 8.346610037301
OS, 1.955, 3.68367356842, -6.6169, 9.15092643158
OBr, 2.209, 3.298653257759, -8.2501, 11.423146742240998
BrI, 0.041, 2.734970257886, -9.0395, 10.0805
C=CC=CC=C=S, 1.356, 1.61408691438, -8.1911, 10.5471
PI, 4.048, 4.138500901437, -7.2371, 11.409299098563
OBr, 2.209, 3.298841777716, -8.2498, 11.422658222284
C#CC=CC=CSOOC(=CC=CC=C)N=C, -10000, -10000, -10000, -10000
P#P, 0.0, 2.493155676667, -7.9878, 8.9878
ClCl, 0.0, 3.369772696608, -8.6238, 9.516727303391999
C=CC=CC=C=O, 1.229, 2.581019362857, -7.33, 9.559000000000001
Ic1ccccc1, 3.682, 4.142540158157, -6.7381, 10.540259841843
I, 2.477, 6.43150600621, -5.1037, 5.411893993789999
C=CC=CC=C=CC=CC=C=O, 1.392, 2.499372656762, -7.2982, 9.690199999999999
PI, 4.048, 4.138683413918, -7.237, 11.409016586082
NNI, 3.319, 2.820822084044, -7.631, 11.95
Sc1ccccc1, 1.811, 3.789900105457, -6.3492, 8.632999894543
NSI, 4.253, 2.659503217479, -7.6638, 12.9168
C=CC=CC=C=O, 1.232, 2.580113549826, -7.3314, 9.563400000000001
Ic1ccccc1, 3.682, 4.142576299902, -6.7381, 10.540223700098
ClSBr, 4.302, 2.575388664731, -8.2749, 13.5769
OSI, 3.543, 2.627845918806, -7.8173, 12.3603
P#P, 0.0, 2.493155670302, -7.9878, 8.9878
Oc1ccccc1, 1.513, 4.351836621075, -6.0765, 7.500363378925
Fc1ccccc1, 2.187, 4.647685671587, -6.5446, 8.346614328412999
Clc1ccccc1, 1.823, 4.353888738179, -6.5171, 8.248911261821
FPF, 2.23, 5.754722995761, -6.227, 6.964977004239
N, 1.785, 12.22816129857, 1.7223, -7.902761298570001
C=CC=CC=C=O, 1.233, 2.580857793458, -7.3308, 9.5638
O=O, 0.0, 3.21e-10, -12.0513, 12.165700000321
Ic1ccccc1-c1ccccc1-c1ccccc1, 3.594, 3.747800006302, -6.8542, 10.963099993697998
O=S, 1.829, 1.29366e-07, -10.1309, 12.074300129366
C=CC=CC=C=Pc1ccccc1Br, 3.259, 2.551972689991, -7.575, 11.834
Clc1ccccc1, 1.823, 4.353816696298, -6.5172, 8.249083303702
P, 1.262, 5.960348427847, -5.4765, 5.040851572152999
C=CC=CC=C=S, 1.356, 1.613924645234, -8.1914, 10.5474
C=NC=CC=CC=C=C=S, 5.541, 0.530342437067, -9.1018, 15.287542437067001
N=O, 1.78, 0.779552061949, -9.9993, 12.673252061949
C=CC=CC=C=O, 1.233, 2.581088616705, -7.3306, 9.5636
N#P, 1.895, 3.221396842984, -7.9779, 10.8729
Fc1ccccc1-c1ccccc1, 1.926, 3.784117909136, -6.8781, 9.282682090864
S=CC=CC=C=NI, 3.168, 0.570593012712, -9.1216, 12.974593012712
F, 2.535, 16.50661407736, 3.1008, -12.809714077359999
N, 1.785, 12.228082124887, 1.7223, -7.902682124887001
FN=C=CC=Cc1ccccc1, 4.161, 2.494820262978, -7.891, 13.052
OCl, 1.567, 4.446637394084, -7.259, 8.642062605916
FP, 2.06, 5.628979942204, -5.9812, 6.674920057795999
C=CC=CC=C=S, 1.357, 1.61373334957, -8.1918, 10.5488
C=O, 2.335, 3.62025480277, -7.9139, 10.891345197229999
NSCC=CC=CI, 3.362, 2.573338040497, -7.4179, 11.779900000000001
Clc1ccccc1, 1.823, 4.353814463593, -6.5172, 8.249085536407
C=CC=CC=C=O, 1.23, 2.581166866109, -7.33, 9.56
C=CC=CC=C=CC=C=O, 1.69, 2.61551386242, -7.3995, 10.0895
PCCl, 0.555, 5.164001144131, -5.9131, 5.566798855868999
Fc1ccccc1, 2.187, 4.647673150304, -6.5446, 8.346626849696
N=CBr, 3.711, 3.708672255054, -7.7308, 11.995827744946
FP, 2.061, 5.628732346496, -5.9815, 6.676467653503999
C=O, 2.335, 3.620232590724, -7.9139, 10.891367409276
Brc1cccc2c1C=CC=C=C=CC=CC=C2, 3.378, 1.708507489242, -8.0117, 12.3897
ClBr, 3.815, 3.041200918269, -8.8602, 13.6752
Pc1ccccc1, 1.367, 4.122683443061, -6.4398, 7.946816556939
c1ccccc1, 0.0, 4.932006484959, -6.0204, 5.351093515041
NF, 2.597, 7.690339953413, -3.6992, 2.8685600465869996
C=CC=CCCl, 2.061, 3.688894939913, -6.9037, 9.538505060087
c1ccccc1, 0.0, 4.93199892982, -6.0204, 5.35110107018
Brc1ccccc1, 3.566, 4.11937072848, -6.7788, 10.48812927152
SCl, 1.469, 2.841734456686, -7.7987, 10.267700000000001
C=NSC=CC=Cc1ccccc1SCl, 2.187, 2.265177417661, -7.5892, 10.7762
Clc1ccccc1, 1.823, 4.353836296085, -6.5171, 8.248963703914999
C=CC=CC=C=PF, 3.574, 2.54948909597, -7.9463, 12.520299999999999
O=O, 0.0, 3.3e-10, -12.0513, 12.16570000033
N=S, 1.389, 0.109528266486, -9.7311, 11.344028266486
Cc1ccccc1, 0.536, 4.709987039199, -5.8991, 5.987812960801
Cc1ccccc1Br, 3.293, 4.121123904613, -6.6333, 10.067876095387
C=CC=CC=C=S, 1.357, 1.61346211584, -8.192, 10.549
C=CC=CC=C=S, 1.356, 1.613868676891, -8.1915, 10.5475
CP(C=CC=Cc1ccccc1)SC=N, 2.571, 2.335547498895, -7.7526, 11.3236
ClOCl, 0.784, 3.2256325878, -8.6306, 10.4146
Fc1ccccc1, 2.187, 4.647671565551, -6.5446, 8.346628434449
F, 2.535, 16.50661407733, 3.1008, -12.80971407733
CSBr, 3.951, 2.547870827904, -7.9092, 12.8602
BrI, 0.041, 2.734970258024, -9.0395, 10.0805
C=CC=CC=C=CCl, 2.1, 2.788129798817, -7.5756, 10.6756
OI, 2.139, 3.303956526496, -7.9391, 11.036843473504
OBr, 2.21, 3.298877455715, -8.2497, 11.423522544285
Pc1ccccc1I, 4.259, 3.796862204826, -7.0647, 11.789537795174
NCl, 1.694, 4.727128040451, -6.073, 7.302571959549
C=CC=CC=C=N, 1.754, 2.7358086659, -6.8129, 9.5669
C=CC=CC=C=S, 1.355, 1.614036352833, -8.1912, 10.5462
PI, 4.048, 4.138828822797, -7.2368, 11.408671177203
N, 1.786, 12.22849797008, 1.7225, -7.902297970079999
II, 0.0, 2.731780658983, -8.8364, 9.8364
C=CC=CC=C(C)C=CC=C, 0.587, 1.900071616372, -7.6661, 9.2531
NI, 2.798, 3.520962614963, -7.1787, 10.718437385037
FPc1ccccc1, 2.346, 4.145038085967, -6.6607, 9.124361914032999
N=O, 1.78, 0.779555274586, -9.9993, 12.673255274586
c1ccccc1, 0.0, 4.932057936289, -6.0204, 5.3510420637110006
c1ccccc1, 0.0, 4.932005033497, -6.0204, 5.351094966503
c1ccccc1, 0.0, 4.932069843865, -6.0204, 5.351030156135
SCl, 1.469, 2.841738600774, -7.7987, 10.267700000000001
FON(F)S, -10000, -10000, -10000, -10000
N=C=CC=CC=CO, 1.968, 2.697752013924, -6.6145, 9.5825
Fc1ccccc1C=S, 3.925, 0.987346100764, -8.9113, 13.836300000000001
O=S, 1.829, 7.351e-08, -10.1309, 12.07430007351
C=CC=CC=Cc1ccccc1C=O, 3.241, 1.947755257023, -8.1305, 12.3715
N=Cc1ccccc1Cl, 1.141, 2.655073197732, -7.696, 9.837
C=CC=CC=C=O, 1.231, 2.580790373189, -7.3305, 9.561499999999999
SCl, 1.469, 2.841734450275, -7.7987, 10.267700000000001
C=CC=CC=C=S, 1.359, 1.613260680708, -8.1927, 10.5517
C=CC=CC=C=O, 1.228, 2.58030768699, -7.3305, 9.558499999999999
C=CC=CC(C)=CC=CCSC, 1.878, 2.033704299449, -7.5777, 10.4557
ClCl, 0.0, 3.369772696733, -8.6238, 9.516727303266999
Fc1ccccc1C(I)c1ccccc1, 4.898, 3.59341608778, -7.2508, 12.818083912219999
Brc1ccccc1, 3.566, 4.119358878414, -6.7788, 10.488141121586
CBr, 3.736, 5.274828988419, -5.8754, 8.599271011581
O=O, 0.0, 6.8e-11, -12.0513, 12.165700000068
P, 1.263, 5.95985243441, -5.4768, 5.042647565589999
CI, 3.691, 4.814922124554, -6.2953, 9.434077875446
Oc1ccccc1Br, 2.261, 4.026569255236, -6.7808, 9.277930744764
Cc1ccccc1-c1ccccc1C=CC=CC=C=O, 1.625, 2.35837124422, -7.3276, 9.9526
c1ccccc1, 0.001, 4.932006152221, -6.0204, 5.352093847779001
O=C=CC=CC=CPc1ccccc1, 1.115, 2.400836855904, -7.3981, 9.513100000000001
ClI, 2.715, 3.050778323452, -8.5633, 12.2783
Ic1ccccc1, 3.682, 4.142560725843, -6.7381, 10.540239274156999
ClI, 2.715, 3.050778323278, -8.5633, 12.2783
PI, 4.048, 4.138781053195, -7.2369, 11.408818946804999
C#P, 0.972, 3.951314621955, -6.8674, 8.150785378045
FPc1ccc2cc1CC=C2Cl, 2.678, 1.657620951197, -8.3807, 12.058699999999998
PBr, 4.221, 4.376448840621, -7.1916, 11.298851159379
Brc1ccccc1, 3.566, 4.119348782488, -6.7789, 10.488251217512
C=CC=CC=C=O, 1.23, 2.581165822198, -7.3299, 9.5599
O=C=C=S, 1.213, 7.44686e-07, -10.1862, 11.513600744686
Ic1ccccc1, 3.682, 4.142570563917, -6.7381, 10.540229436083
Cl, 1.051, 9.166710323889, -2.8332, -1.0198103238889993
FS, 1.942, 2.968608889827, -7.8041, 10.7461
C=C=S, 2.089, 2.14144518876, -8.0043, 11.093300000000001
C=CC=CC=C=O, 1.234, 2.581012698784, -7.3307, 9.5647
Fc1ccccc1, 2.187, 4.647686622534, -6.5446, 8.346613377466
C=C1C=CC=C1c1ccccc1I, 4.047, 2.122059344285, -8.0902, 13.1372
c1ccccc1, 0.001, 4.932058547245, -6.0204, 5.352041452755
c1ccccc1, 0.001, 4.932056852859, -6.0204, 5.352043147141001
Fc1ccccc1, 2.187, 4.647689127689, -6.5446, 8.346610872310999
S=C=CC=C=CC=CC=Cc1ccccc1, 2.071, 1.688522138033, -8.1241, 11.1951
c1ccccc1, 0.0, 4.932057005683, -6.0204, 5.351042994317
c1ccc(Pc2ccccc2)cc1, 1.605, 3.686138811851, -6.5827, 8.764261188149
Ic1ccccc1, 3.682, 4.1425510378, -6.7381, 10.5402489622
Clc1ccccc1C=CC=CCc1ccccc1, 1.623, 2.857238727619, -7.2244, 9.8474
FBr, 0.517, 2.680273172315, -10.0096, 11.5266
NBr, 2.82, 3.655195570463, -7.1991, 10.626604429537
S=S, 0.0, 5.0832e-08, -10.2514, 10.365800050832
N=S, 1.389, 0.109528221794, -9.7311, 11.344028221794
IOc1ccccc1, 2.271, 2.570871767072, -8.1406, 11.4116
Fc1ccccc1, 2.187, 4.647666387282, -6.5446, 8.346633612718
N#COc1ccccc1, 4.527, 4.472832090041, -6.8346, 11.151467909958999
OF, 2.383, 6.831220351312, -6.3111, 6.125579648687999
C=CC=CC=C=PI, 5.07, 2.396177162246, -8.213, 14.283
O=S, 1.829, 1.13156e-07, -10.1309, 12.074300113156001
NCl, 1.694, 4.727086090701, -6.0731, 7.302713909298999
C, 0.0, 17.372346663292, 4.6516, -17.761246663292
SBr, 2.964, 2.651651604416, -8.2898, 12.2538
C=O, 2.335, 3.620303319527, -7.9138, 10.891196680473
C=PP, 0.316, 2.727040101945, -7.7602, 9.0762
C=CC=CC=C=NC=CC=CC=C=S, 2.612, 1.120525708095, -8.1526, 11.7646
C=CC=CC=C=O, 1.233, 2.581098810709, -7.3305, 9.5635
Fc1ccccc1, 2.187, 4.64768500493, -6.5446, 8.34661499507
Cl, 1.051, 9.166710323774, -2.8332, -1.0198103237739997
PI, 4.048, 4.138682876732, -7.237, 11.409017123268
C=CC=CC=C=CF, 2.729, 2.848674517276, -7.5986, 11.3276
S=C=CC=CC=CI, 3.431, 1.612371046294, -8.4924, 12.9234
NSNC=CC=CC=C=CC=CC=CPc1ccccc1-c1ccccc1I, 5.44, 2.13849734129, -7.4315, 13.871500000000001
C, 0.0, 17.372310242232, 4.6516, -17.761210242232004
C#P, 0.972, 3.951332623997, -6.8674, 8.150767376003
OI, 2.139, 3.304013970068, -7.939, 11.036686029932
C=CC=CC=C=O, 1.234, 2.580953143918, -7.3308, 9.5648
NF, 2.597, 7.690551811952, -3.6989, 2.8680481880479998
O, 2.218, 14.400154507164, 2.2528, -10.172254507164002
C=O, 2.335, 3.618784056094, -7.9158, 10.894715943906
ClI, 2.715, 3.050778323641, -8.5633, 12.2783
